season,qb,plays,total_wpa,mean_leverage,performance_per_leverage,clutch_covariance
2025,Manning,426,-4.669403998370456,0.7946470854068238,-0.013152607501449063,-0.00945611595680028
2025,Stockton,369,0.5066383475392632,0.7302177168614606,0.0038245785463705082,-0.004137677572773601
2026,Manning,104,-1.4295177631290914,1.2123735905498774,-0.012622946203688897,-0.018488724741867524
